name,cuisine,location,rating,num_of_rating,price_for_two
Burgrill - The Win Win Burger,"Burgers, Healthy Food","GTB Nagar, Hudson Lane",4.0,100+ ratings,₹ 250
High On Burgers,"American, Pizzas","Satyaniketan, Moti Bagh",4.0,100+ ratings,₹ 200
Cafeteria & Co.,"Italian, American","South Campus, South Moti Bagh",4.0,50+ ratings,₹ 900
Punjabi Angithi,"North Indian, Chinese","Ashok Vihar, Ashok Vihar",4.0,1K+ ratings,₹ 400
PASRICHA'S DOSA JUNCTION,"South Indian, Fast Food","INA Market, Ina Colony",4.0,100+ ratings,₹ 250
IMLY,"South Indian, North Indian","Preet Vihar, Preet Vihar",4.0,20+ ratings,₹ 300
Vir Ji Malai Chaap Wale,"North Indian, Chinese","Greater Kailash 2, Lajpat Nagar",4.0,20+ ratings,₹ 300
BOX8 - Desi Meals,"North Indian, Biryani","Laxmi Nagar, Laxmi Nagar",4.0,50+ ratings,₹ 250
MBA in Khichdi,"North Indian, Healthy Food","South Extension, South Extension",4.0,20+ ratings,₹ 250
The Almighty Biryani,"Biryani, North Indian","South Extension, South Extension",4.0,20+ ratings,₹ 300
Punikar Vadapav Centre,"Closes soonStreet Food, Maharashtrian","PANDAV NAGAR, Mayur Vihar",4.0,100+ ratings,₹ 200
49 Rolls,"Chinese, Snacks","Ganesh Nagar 2 Extn., Shakarpur, Mayur Vihar",4.0,50+ ratings,₹ 200
No. 1 Uncles Parantha,"North Indian, Snacks","South Ex 1, South Extension I",4.0,100+ ratings,₹ 150
Jhakkas Bombay Pav Bhaji,"Street Food, Snacks","Lajpat Nagar, Lajpat Nagar",4.0,1K+ ratings,₹ 200
Kutty's South Indian Cafe,South Indian,"Preet Vihar, Swasthya Vihar",4.0,100+ ratings,₹ 300
Wah Ji Wah,"North Indian, Mughlai","V3S Mall, Swasthya Vihar",4.0,100+ ratings,₹ 400
Tandoori Manzil,"Mughlai, North Indian","Ganesh Nagar, Mayur Vihar",4.0,100+ ratings,₹ 300
Aggarwal Sweet India,"Sweets, Snacks","Pandav Nagar, Patparganj",4.0,100+ ratings,₹ 300
Red Chilli Chinese,Chinese,"west guru angad nagar, Laxmi Nagar",4.0,100+ ratings,₹ 200
Wah Ji Wah,"North Indian, Mughlai","V3S Mall, Swasthya Vihar",4.0,100+ ratings,₹ 400
Tandoori Manzil,"Mughlai, North Indian","Ganesh Nagar, Mayur Vihar",4.0,100+ ratings,₹ 300
Aggarwal Sweet India,"Sweets, Snacks","Pandav Nagar, Patparganj",4.0,100+ ratings,₹ 300
Red Chilli Chinese,Chinese,"west guru angad nagar, Laxmi Nagar",4.0,100+ ratings,₹ 200
Parantha Express,"North Indian, Snacks","Malviya Nagar, Mayur Vihar",4.0,100+ ratings,₹ 150
Murthal No.1 Parantha,"North Indian, Street Food","Malviya Nagar, Mayur Vihar",4.0,500+ ratings,₹ 300
Gupta ji chole bhature,"Indian, North Indian","Laxmi Nagar, Shakarpur Khas",4.0,100+ ratings,₹ 200
China Hut,Chinese,"Jangpura, Jungpura Extension",4.0,50+ ratings,₹ 250
"Kebabi Karvaan - Kebabs, Curries & Biryanis","Kebabs, Mughlai","PREET VIHAR, East , Delhi, Laxmi Nagar",4.0,50+ ratings,₹ 400
South Indian Anna Madras Cafe,South Indian,"NEAR MOTHER DAIRY, Patparganj",4.0,500+ ratings,₹ 150
The Biryani Life,"Biryani, Hyderabadi","Near Metro Station, Shakarpur Khas",4.0,100+ ratings,₹ 250
Faasos - Wraps & Rolls,"Fast Food, Snacks","Rajdner Place, Rajendra Place",4.0,500+ ratings,₹ 200
Art of Spices,"North Indian, Fast Food","Pusa Road, North Extension Area, Rajinder Nagar",4.0,500+ ratings,₹ 300
Kaarobaar: The Modern-Desi Bistro,"North Indian, Chinese","Karol Bagh, Rajinder Nagar",4.0,1K+ ratings,₹ 300
The Yellow Bowl,"Chinese, Snacks","Old Delhi, Old Delhi",4.0,50+ ratings,₹ 300
M Gopinath,South Indian,"Karol Bagh, Old Rajinder Nagar, Rajinder Nagar",4.0,100+ ratings,₹ 250
China Hut,Chinese,"Jangpura, Jungpura Extension",4.0,50+ ratings,₹ 250
"Kebabi Karvaan - Kebabs, Curries & Biryanis","Kebabs, Mughlai","PREET VIHAR, East , Delhi, Laxmi Nagar",4.0,50+ ratings,₹ 400
South Indian Anna Madras Cafe,South Indian,"NEAR MOTHER DAIRY, Patparganj",4.0,500+ ratings,₹ 150
The Biryani Life,"Biryani, Hyderabadi","Near Metro Station, Shakarpur Khas",4.0,100+ ratings,₹ 250
Faasos - Wraps & Rolls,"Fast Food, Snacks","Rajdner Place, Rajendra Place",4.0,500+ ratings,₹ 200
Art of Spices,"North Indian, Fast Food","Pusa Road, North Extension Area, Rajinder Nagar",4.0,500+ ratings,₹ 300
Kaarobaar: The Modern-Desi Bistro,"North Indian, Chinese","Karol Bagh, Rajinder Nagar",4.0,1K+ ratings,₹ 300
The Yellow Bowl,"Chinese, Snacks","Old Delhi, Old Delhi",4.0,50+ ratings,₹ 300
M Gopinath,South Indian,"Karol Bagh, Old Rajinder Nagar, Rajinder Nagar",4.0,100+ ratings,₹ 250
Veg Gulati (Pandara Road),Indian,"Khan Market, Pandara Road",4.0,50+ ratings,₹ 1200
GetAWhey - Healthy Ice creams.,"Ice Cream, Healthy Food","Connaught Place, Connaught Place",4.0,20+ ratings,₹ 250
Shree Guru Vashishth,"Pizzas, North Indian","Karol Bagh, Karol Bagh",4.0,100+ ratings,₹ 229
Kashmir Sweet Shop,"North Indian, Tandoor","paharganj, Paharganj",4.0,100+ ratings,₹ 200
Maa Bhagwati,North Indian,"Paharganj, Paharganj",4.0,50+ ratings,₹ 500
Home Plate by EatFit,"North Indian, Home Food","Chuna Mandi Paharganj, Gole Market",4.0,100+ ratings,₹ 160
EatFit,"Healthy Food, Pizzas","Laxmi Narain Street, karol Bagh",4.0,100+ ratings,₹ 270
Barbeque Nation,"North Indian, Barbecue","Munshi Lal Building, Connaught Place, Connaught Place",4.0,100+ ratings,₹ 600
Depaul's,Chinese,"Connaught Place, Connaught Place",4.0,100+ ratings,₹ 200
Rajdhani,"Rajasthani, Thalis","Scindia House, Connaught Place",4.0,100+ ratings,₹ 1050
Biryani Badshah,"Biryani, Mughlai","Baba Kharak Singh Rd, Connaught Place",4.0,500+ ratings,₹ 350
Starbucks Coffee,"Beverages, Ice Cream","Hamilton House, Connaught Place",4.0,100+ ratings,₹ 400
Bikkgane Biryani,"Biryani, Mughlai","Opposite Pvr Rivoli, Connaught Place",4.0,1K+ ratings,₹ 400
The 2nd Wife,North Indian,"Shahdara, Krishna Nagar",3.9,20+ ratings,₹ 180
Rolls King,Indian,"GTB Nagar, GTB Nagar",3.9,100+ ratings,₹ 300
Bhalla King,"Fast Food, Chaat","Lajpat Nagar, Lajpat Nagar",3.9,100+ ratings,₹ 150
Puran Dhaba,"North Indian, Fast Food","Ashok Vihar, Ashok Vihar",3.9,50+ ratings,₹ 200
Begum Jaan by Hudson ,"North Indian, Mughlai","GTB Nagar, GTB Nagar",3.9,100+ ratings,₹ 500
Asia Bowl Co.,"Chinese, Thai","GTB Nagar, Gtb Nagar",3.9,100+ ratings,₹ 250
Punjabi Tikka Junction,"North Indian, Punjabi","Laxmi Nagar, Geeta Colony",3.9,50+ ratings,₹ 300
Chinese Veg Crunch,Chinese,"Ashok Vihar, Ashok Vihar",3.9,100+ ratings,₹ 300
Shyam Chaat Bhandar,"Snacks, Street Food","Vijay Nagar, Vijay Nagar",3.9,100+ ratings,₹ 150
KC restaurant,"Chinese, Asian","South Campus, Moti Bagh",3.9,100+ ratings,₹ 250
Grameen Kulfi,"Ice Cream, Desserts","Shakarpur, Shakarpur Khas",3.9,20+ ratings,₹ 120
Rollsking,"Fast Food, North Indian","Flyover market Defence Colony, Lajpat Nagar",3.9,500+ ratings,₹ 250
Hot N Cool,"Fast Food, Italian","Laxmi Nagar, Laxmi Nagar",3.9,20+ ratings,₹ 200
Bobby Tikki Wala,Fast Food,"Laxmi Nagar, Laxmi Nagar",3.9,100+ ratings,₹ 400
Apni Rasoi,"North Indian, Chinese","Pandav nagar, Patparganj",3.9,1K+ ratings,₹ 200
Wrapss Kathi Rolls,"Fast Food, Snacks","North Extension Area, Rajinder Nagar, Karol Bagh",3.9,1K+ ratings,₹ 200
Nandlal Ka Dhaba,"North Indian, Mughlai","Daryaganj, Daryaganj",3.9,100+ ratings,₹ 250
Lazeez Kebab & Curries,"North Indian, Chinese","Old Rajender Nagar, Old Rajinder Nagar, Rajinder Nagar",3.9,1K+ ratings,₹ 400
Arya Bhavan,"South Indian, Beverages","Karol Bagh, Karol Bagh",3.9,100+ ratings,₹ 400
Al Yamin,"Mughlai, Biryani","Old Delhi, Jama Masjid, Old Delhi",3.9,100+ ratings,₹ 300
Sachdeva's  Multi Cuisine Joint,"Chinese, North Indian","Mirdad Road, Barakhamba",3.9,20+ ratings,₹ 149
Tadka 4986,"North Indian, Chinese","Nehru Bazaar, Paharganj, Paharganj",3.9,50+ ratings,₹ 500
Wow! Momo,"Tibetan, Healthy Food","New Delhi Railway Station, Connaught Place",3.9,500+ ratings,₹ 300
Lazeez Affaire,"Indian, Chinese","Connaught Place, Connaught Place",3.9,20+ ratings,₹ 300
Rooh Burger Cafe,"American, Fast Food","Connaught Place, Connaught Place",3.9,500+ ratings,₹ 200
Bhape Da Hotel,North Indian,"Connaught Place, Barakhamba",3.9,100+ ratings,₹ 850
Lazeez Kebab & Curries,"North Indian, Chinese","Old Rajender Nagar, Old Rajinder Nagar, Rajinder Nagar",3.9,1K+ ratings,₹ 400
Arya Bhavan,"South Indian, Beverages","Karol Bagh, Karol Bagh",3.9,100+ ratings,₹ 400
Al Yamin,"Mughlai, Biryani","Old Delhi, Jama Masjid, Old Delhi",3.9,100+ ratings,₹ 300
Sachdeva's  Multi Cuisine Joint,"Chinese, North Indian","Mirdad Road, Barakhamba",3.9,20+ ratings,₹ 149
Tadka 4986,"North Indian, Chinese","Nehru Bazaar, Paharganj, Paharganj",3.9,50+ ratings,₹ 500
Wow! Momo,"Tibetan, Healthy Food","New Delhi Railway Station, Connaught Place",3.9,500+ ratings,₹ 300
Lazeez Affaire,"Indian, Chinese","Connaught Place, Connaught Place",3.9,20+ ratings,₹ 300
Rooh Burger Cafe,"American, Fast Food","Connaught Place, Connaught Place",3.9,500+ ratings,₹ 200
Bhape Da Hotel,North Indian,"Connaught Place, Barakhamba",3.9,100+ ratings,₹ 850
Embassy,Indian,"Connaught Place, Connaught Place",3.9,20+ ratings,₹ 1400
Handi Chhadeyan Di (Since 2012),"North Indian, Chinese","Connaught Place, Cannaught Place",3.9,100+ ratings,₹ 250
Nazeer Foods,"North Indian, Biryani","Cannaught place, Connaught Place",3.9,100+ ratings,₹ 400
Sagar Ratna,"South Indian, North Indian","Outer Circle, Connaught Place",3.9,100+ ratings,₹ 600
Bikanervala,"North Indian, Snacks","Connaught Place, Connaught Place",3.9,100+ ratings,₹ 300
KFC,"American, Snacks","Connaught Place, Connaught Place",3.9,100+ ratings,₹ 400
Jain Chawal Wale,"North Indian, Snacks","Connaught Place, Connaught Place",3.9,100+ ratings,₹ 250
Paranthe Wali Gali,"Home Food, North Indian","Hauz Khas Delhi, South campus",3.8,100+ ratings,₹ 200
The Hudson cafe,"Italian, American","Hudson Lane, GTB Nagar",3.8,100+ ratings,₹ 500
BATRA'S TANDOORI NIGHT,North Indian,"Laxmi Nagar, Geeta Colony",3.8,20+ ratings,₹ 800
Big Yellow Door,"Italian, Continental","2nd Floor, Hudson Lane, Hudson Lane",3.8,50+ ratings,₹ 400
The Yellow Bowl ,"Chinese, Fast Food","Patparganj Rd, Krishna Nagar, Geeta Colony",3.8,100+ ratings,₹ 300
Pind Balluchi,"Mughlai, North Indian","Central market, Lajpat Nagar, Lajpat Nagar",3.8,100+ ratings,₹ 400
Sanjay Chur Chur Naan,North Indian,"Moolchand Meetro Station, Lajpat Nagar",3.8,100+ ratings,₹ 300
HANDI BIRYANI JUNCTION,"North Indian, Biryani","GTB Nagar, Vijay Nagar",3.8,100+ ratings,₹ 400
The Belgian Waffle Co.,"Desserts, Beverages","Hudson Lane, GTB Nagar",3.8,100+ ratings,₹ 200
Cafe lucid,"South Indian, North Indian","GTB Nagar, Vijay Nagar",3.8,20+ ratings,₹ 150
Cake Crush,Bakery,"CC Colony, Kalyan Vihar",3.8,20+ ratings,₹ 500
Bombay canteen,"Opens next at 9:30 am, tomorrowIndian","Lajpat Nagar, Lajpat Nagar",3.8,20+ ratings,₹ 149
NH1 Bowls - Highway To North,"North Indian, Punjabi","Laxmi Nagar, Laxmi Nagar",3.8,20+ ratings,₹ 250
Friends Kitchen,"North Indian, Mughlai","Gujranwala Town, Ashok Vihar",3.8,20+ ratings,₹ 400
Aamantran Bangla,Bengali,"Pandav Nagar, Patparganj",3.8,50+ ratings,₹ 150
Delhi6 Bedmi Poori,"North Indian, Snacks","Lajpat Nagar, Lajpat Nagar",3.8,20+ ratings,₹ 100
EATaliano-the gourmet pizzeria,Italian,"Nagar, Laxmi",3.8,20+ ratings,₹ 350
Unmarried Kitchen - Value Meals and Combos,"North Indian, Punjabi","PREET VIHAR, East, Laxmi Nagar",3.8,50+ ratings,₹ 300
Nathu's Sweets,"Sweets, Bakery","Vivek Marg, Laxmi Nagar",3.8,100+ ratings,₹ 300
Champaran kitchen,"Indian, Seafood","Laxmi Nagar, Shakarpur Khas",3.8,50+ ratings,₹ 300
BIKANER SWEETS & SNACKS,Sweets,"Laxmi Nagar, Laxmi Nagar",3.8,20+ ratings,₹ 300
Bikaneri Sweets Corner,"Sweets, Desserts","LAXMI NAGAR, Shakarpur",3.8,50+ ratings,₹ 150
Dhading KTM,Chinese,"Lalita Park, Laxmi Nagar",3.8,100+ ratings,₹ 300
La Pino'z Pizza,"Italian, Pizzas","Laxmi Nagar, Laxmi Nagar",3.8,1K+ ratings,₹ 350
Al kadeer Chicken corner,Mughlai,"MOTHER DAIRY ROAD, Shakarpur Khas",3.8,100+ ratings,₹ 250
Annie's Kerala Kitchen,"Kerala, South Indian","Karol Bagh, Patel Nagar",3.8,100+ ratings,₹ 300
Om Ji Om,"North Indian, Fast Food","Netaji subhash market, Karol Bagh",3.8,100+ ratings,₹ 500
Mom's Kitchen,"North Indian, Chinese","Karol Bagh, Karol Bagh",3.8,100+ ratings,₹ 200
Karim's Jama Masjid,"Mughlai, North Indian","Old Delhi, Jama Masjid",3.8,100+ ratings,₹ 400
classic chicken,"Indian, Beverages","Connaught Place, Gole Market",3.8,50+ ratings,₹ 300
Giani,Ice Cream,"Gole Market, Gole Market",3.8,50+ ratings,₹ 300
The Burger Club,"American, Beverages","Main Market, Karol Bagh",3.8,1K+ ratings,₹ 250
Om Ji Om,"North Indian, Fast Food","Netaji subhash market, Karol Bagh",3.8,100+ ratings,₹ 500
Mom's Kitchen,"North Indian, Chinese","Karol Bagh, Karol Bagh",3.8,100+ ratings,₹ 200
Karim's Jama Masjid,"Mughlai, North Indian","Old Delhi, Jama Masjid",3.8,100+ ratings,₹ 400
classic chicken,"Indian, Beverages","Connaught Place, Gole Market",3.8,50+ ratings,₹ 300
Giani,Ice Cream,"Gole Market, Gole Market",3.8,50+ ratings,₹ 300
The Burger Club,"American, Beverages","Main Market, Karol Bagh",3.8,1K+ ratings,₹ 250
THALASSERY RESTAURANT,"North Indian, Indian","Karol Bagh, Paharganj",3.8,100+ ratings,₹ 200
Shri Hari Vaishnav Dhaba,"North Indian, Thalis","NDMC Market, Mandi House",3.8,20+ ratings,₹ 200
Zen,"Chinese, Pan-Asian","B Block, Connaught Place",3.8,20+ ratings,₹ 700
Wat-A-Burger! - India ka Burger,"American, Indian","Connaught Place, Connaught Place",3.8,100+ ratings,₹ 200
BurGrub,"American, Fast Food","Connaught Place, Connaught Place",3.8,100+ ratings,₹ 350
Nirula's,"Pizzas, Pastas","M-Block Connaught Place, Connaught Place",3.8,100+ ratings,₹ 300
Pind Balluchi - Janpath,"North Indian, Mughlai","Janpat, Connaught Place",3.8,100+ ratings,₹ 400
Punjab Grill,Indian,"JANPATH, Janpath",3.8,50+ ratings,₹ 900
Popular chicken (Murga Market),"North Indian, Mughlai","Murga market, Ashok Vihar",3.7,100+ ratings,₹ 400
Dosai Bhavan,"Indian, Chinese","Laxmi Nagar, Krishna Nagar",3.7,20+ ratings,₹ 150
Winner Pizzas (Fresh Dough),"Pizzas, Italian","South Extension, South Extension",3.7,100+ ratings,₹ 300
Shri Hari Restaurant,"North Indian, Thalis","Lajpat Nagar, Lajpat Nagar",3.7,100+ ratings,₹ 300
Shri Sai Rasoi,"North Indian, South Indian","GURUDWARA ROAD, South Extension I",3.7,50+ ratings,₹ 200
Ranch And Pepper,"American, Italian-American","Defence Colony, Defence Colony",3.7,20+ ratings,₹ 450
Aashirwad Restaurant,North Indian,"Mangal Bazar road, Laxmi Nagar",3.7,50+ ratings,₹ 400
Capri Wings,"Italian, Mexican","South Extension, Defence Colony",3.7,20+ ratings,₹ 400
Chef Joint,"North Indian, Chinese","Jangpura Extension, Block B",3.7,100+ ratings,₹ 200
Indian Taste,"Indian, Chinese","Mayur Vihar, Laxmi nagar",3.7,20+ ratings,₹ 149
Joshi eating house,"Indian, Beverages","SHAKARPUR, Shakarpur Khas",3.7,20+ ratings,₹ 200
CHAMPARAN MEAT HOUSE,Indian,"Laxmi Nagar, Laxmi Nagar",3.7,100+ ratings,₹ 300
Rominus Pizza And Burger,"Pizzas, Italian","Laxmi Nagar, Laxmi Nagar",3.7,500+ ratings,₹ 150
La Milano Pizzeria,"Italian, Pizzas","Rajinder Nagar, Rajinder Nagar",3.7,100+ ratings,₹ 500
Shawarma Kings,"Lebanese, Chinese","Apsara arcade, Rajinder Nagar",3.7,500+ ratings,₹ 200
Chowringhee,"Closes soonIndian, Chinese","China Market,Karol Bagh, Karol Bagh",3.7,1K+ ratings,₹ 250
KRISHNA DHABA,North Indian,"Karol Bagh, Paharganj",3.7,50+ ratings,₹ 200
PUNJABI CHASKA,"Thalis, Indian","Karol Bagh, Paharganj",3.7,20+ ratings,₹ 200
Tandoori Handi (Since 1999) ,"North Indian, Chinese","Connaught Place, Connaught Place",3.7,100+ ratings,₹ 250
Slice,"Pizzas, Continental","Connaught Place, Connaught Place",3.7,20+ ratings,₹ 200
Subway,"Salads, Snacks","M Block, Connaught Place",3.7,100+ ratings,₹ 350
Jack Rolls,"Fast Food, Street Food","gtb nagar, Delhi University-GTB Nagar",3.6,100+ ratings,₹ 150
Green Dot Pizza,"Pizzas, Italian","GTB Nagar, GTB Nagar",3.6,100+ ratings,₹ 300
Punjabi Big Meals,"North Indian, Fast Food","Phase 3, Ashok Vihar",3.6,50+ ratings,₹ 200
Punjabi's Veg Grill ( jheel wale ),"North Indian, Tandoor","Jheel Khuranja, Geeta Colony",3.6,100+ ratings,₹ 350
JVS,"Snacks, Fast Food","South campus, South Campus",3.6,50+ ratings,₹ 300
Wood Box Cafe,"Continental, American","Edward Lane, Vijay Nagar",3.6,100+ ratings,₹ 400
Kaveri food,North Indian,"GTB Nagar , Delhi, Hudson Lane",3.6,50+ ratings,₹ 200
Saleem's Restaurant,North Indian,"Flyover Market, Defence Colony",3.6,50+ ratings,₹ 600
piu pizza hut,"Italian, Pizzas","Laxmi Nagar, Laxmi Nagar",3.6,20+ ratings,₹ 200
Pizza Studio,"Pizzas, Pastas","Mayur Vihar Phase 1, Nirman Vihar",3.6,100+ ratings,₹ 400
Kailash ji Rasoi,Indian,"South Extension, South Extension I",3.6,20+ ratings,₹ 299
Make My Thali by Punjabi Tadka,"North Indian, Chinese","Laxmi Nagar, Mangal Bazar",3.6,500+ ratings,₹ 200
Om Sai South Indian dosa,"South Indian, Indian","pandav nagar, Patparganj",3.6,100+ ratings,₹ 150
piu pizza hut,"Italian, Pizzas","Laxmi Nagar, Laxmi Nagar",3.6,20+ ratings,₹ 200
Pizza Studio,"Pizzas, Pastas","Mayur Vihar Phase 1, Nirman Vihar",3.6,100+ ratings,₹ 400
Kailash ji Rasoi,Indian,"South Extension, South Extension I",3.6,20+ ratings,₹ 299
Make My Thali by Punjabi Tadka,"North Indian, Chinese","Laxmi Nagar, Mangal Bazar",3.6,500+ ratings,₹ 200
Om Sai South Indian dosa,"South Indian, Indian","pandav nagar, Patparganj",3.6,100+ ratings,₹ 150
Roms Pizza,"Pizzas, Italian-American","Laxmi Nagar, Shakarpur Khas",3.6,100+ ratings,₹ 250
Riyaz Biryani Corner,"North Indian, Mughlai","Shakurpur, Shakarpur Khas",3.6,1K+ ratings,₹ 450
Karim's,Indian,"Laxmi Nagar, Shakarpur Khas",3.6,50+ ratings,₹ 499
Wrap & Roll,"Fast Food, Chinese","Apsara Arcade, North Extension Area, Rajinder Nagar",3.6,500+ ratings,₹ 400
New Janta Dhaba,Indian,"Karol Bagh, Paharganj",3.6,50+ ratings,₹ 300
Delhi Darbar Dhaba,"North Indian, Chinese","NDMC Market, Mandi House",3.6,50+ ratings,₹ 400
Dayal Dhaba,North Indian,"34 BAIRD LANE, Gole Market",3.6,100+ ratings,₹ 200
Mezbaan Biryani,"Indian, Biryani","Paharganj, Mukherjee Nagar",3.5,100+ ratings,₹ 250
Chaap Kitchen,"Opens next at 12 noon, tomorrowNorth Indian, Chinese","Amar Colony, Lajpat Nagar",3.5,20+ ratings,₹ 300
Shudh Vaishno Dhaba,"North Indian, Thalis","GTB Nagar, GTB Nagar",3.5,20+ ratings,₹ 100
Best Muradabadi Biryani,"Biryani, Mughlai","GTB Nagar, Mukherjee Nagar",3.5,100+ ratings,₹ 250
Chawla Refreshment,"Beverages, Ice Cream","MAIN ROAD GEETA COLONY EAST DELHI
, Krishna Nagar",3.4,20+ ratings,₹ 150
DELHI WAH JI WAH,"Tandoor, Snacks","GTB Nagar, Vijay Nagar",3.4,20+ ratings,₹ 200
Metro Fast Food,Chinese,"Delhi University-GTB Nagar, New Delhi",3.4,20+ ratings,₹ 150
Dallcheeni,Indian,"Vijay nagar, Kalyan Vihar",3.4,20+ ratings,₹ 300
Chander Dhaba,North Indian,"Mathura Road, Sunlight Colony",3.4,50+ ratings,₹ 200
Mad over momos,"Chinese, Indian","Yashwant place, Chanakyapuri",3.4,20+ ratings,₹ 500
U Like,North Indian,"Paharganj, Paharganj",3.4,20+ ratings,₹ 250
Gupta Foods,"North Indian, Chinese","Middle circle, Connaught Place",3.4,20+ ratings,₹ 300
Mehfil Biryani by Zakir Khan,"Biryani, Mughlai","Kirti Nagar, Kirti Nagar",3.3,20+ ratings,₹ 350
Krishna fast food center,"Chinese, Fast Food","Ashok Vihar Delhi, Ashok Vihar",3.3,50+ ratings,₹ 250
PRINCE  POINT,"Indian, Chinese","Laxmi Nagar, Krishna Nagar",3.3,20+ ratings,₹ 200
Prince Cafe,"Fast Food, South Indian","Krishna nagar, Krishna Nagar",3.3,50+ ratings,₹ 200
Moti Mahal Delux Legendary Culinary,"Mughlai, North Indian","South Extension II, South Extension Ii",3.3,20+ ratings,₹ 1200
Tandoori Tadka,"North Indian, Chinese","Defence Enclave, Swasthya Vihar",3.3,50+ ratings,₹ 250
GARHWAL MAHAK CHINESE FOOD,North Indian,"South Extension, Ina Colony",3.3,20+ ratings,₹ 300
BIHAR DHABA,North Indian,"Mayur Vihar, Patparganj",3.3,20+ ratings,₹ 200
Wok 88,Chinese,"lajpat nagar-1, Lajpat Nagar",3.3,20+ ratings,₹ 500
grill out tandoor and fast food,"Tandoor, Chinese","SHAKARPUR, SHAKARPUR",3.3,20+ ratings,₹ 350
Ram ji Samose wala,Snacks,"Laxmi Nagar, Shakarpur Khas",3.3,100+ ratings,₹ 150
CHAUBARA,"Continental, Italian","Connaught Place, Connaught Place",3.3,20+ ratings,₹ 250
Gupta Restaurant,"North Indian, South Indian","Gole market, Gole Market",3.3,100+ ratings,₹ 200
Burger Bites,"Chinese, Continental","Ashok Vihar, Ashok Vihar",3.2,20+ ratings,₹ 300
Ghoomar traditional thali restaurant,Indian,"Connaught Place, Connaught Place",3.2,50+ ratings,₹ 700
HIRA SWEET LAL QUARTER,"Sweets, Snacks","Laxmi Nagar, Laxmi Nagar",3.1,20+ ratings,₹ 250
Super Subs,"Desserts, Salads","GTB Nagar, Mukherjee Nagar",3.1,20+ ratings,₹ 300
Hot & Spot Fast Food,"Chinese, Fast Food","GTB Nagar, Gtb Nagar",3.1,20+ ratings,₹ 200
AGGARWAL SWEETS,"Snacks, Sweets","Shahdara, Shahdara",3.1,20+ ratings,₹ 200
Bewafa Biryani Wala,"Chinese, North Indian","Mayur Vihar, Vinod Nagar North",3.1,20+ ratings,₹ 200
Shin Shin Chinese,"Chinese, Oriental","GTB, Delhi University-GTB Nagar",3.0,100+ ratings,₹ 200
Noor Hyderabadi,Indian,"GTB Nagar, Mukherjee Nagar",3.0,20+ ratings,₹ 250
Dah,Desserts,"Defence Colony, Defence Colony",3.0,20+ ratings,₹ 400
Gulati's Kitchen,"North Indian, Snacks","Connaught Place, Connaught Place",3.0,20+ ratings,₹ 200
Super Subs,"Desserts, Salads","GTB Nagar, Mukherjee Nagar",3.1,20+ ratings,₹ 300
Hot & Spot Fast Food,"Chinese, Fast Food","GTB Nagar, Gtb Nagar",3.1,20+ ratings,₹ 200
AGGARWAL SWEETS,"Snacks, Sweets","Shahdara, Shahdara",3.1,20+ ratings,₹ 200
Bewafa Biryani Wala,"Chinese, North Indian","Mayur Vihar, Vinod Nagar North",3.1,20+ ratings,₹ 200
Shin Shin Chinese,"Chinese, Oriental","GTB, Delhi University-GTB Nagar",3.0,100+ ratings,₹ 200
Noor Hyderabadi,Indian,"GTB Nagar, Mukherjee Nagar",3.0,20+ ratings,₹ 250
Dah,Desserts,"Defence Colony, Defence Colony",3.0,20+ ratings,₹ 400
Gulati's Kitchen,"North Indian, Snacks","Connaught Place, Connaught Place",3.0,20+ ratings,₹ 200
SPICES OF SOUTH,"Fast Food, South Indian","Laxmi Nagar, Krishna Nagar",2.9,50+ ratings,₹ 150
Chinese potli,Indian,"Laxmi Nagar, Krishna Nagar",2.9,20+ ratings,₹ 80
Dosto Di Hatti,North Indian,"Laxmi Nagar, kailash Nagar",2.9,20+ ratings,₹ 75
Bikaner sweets,"Desserts, Fast Food","Laxmi Nagar, Geeta Colony",2.9,50+ ratings,₹ 430
Cake Room,"Fast Food, Bakery","Kishan Gunj, Laxmi Nagar",2.9,20+ ratings,₹ 250
THE BIRYANI INC,"Biryani, Beverages","Mayur Vihar, Vinod Nagar North",2.8,20+ ratings,₹ 200
Hari OM Chaapwala,"Indian, Thalis","Mayur Vihar, Mayur Vihar",2.8,50+ ratings,₹ 150
Vaishnav dhaba,North Indian,"Lajpat Nagar, Sunlight Colony",2.7,20+ ratings,₹ 250
Hello G Sas Kitchen,"Biryani, Indian","Paharganj, Delhi",2.3,500+ ratings,₹ 250
Ham Burger,Beverages,"gtb nagar, Mukherjee Nagar",2.2,20+ ratings,₹ 150
Big Fat Rollz,"Street Food, Fast Food","Dwarka Mor, Kirti Nagar Industrial Area, Kirti Nagar",--,Too Few Ratings,₹ 200
VISHNU PIZZA POINT,Indian,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 300
Flavors Of Delhi,"Opens next at 4:30 pm, todayNorth Indian, Fast Food","South Extension, South Extension",--,Too Few Ratings,₹ 300
Yaara Da Adda,"Chinese, Indian","Laxmi Nagar, Krishna Nagar",--,Too Few Ratings,₹ 250
Shah Ji Kulcha,"Snacks, Tandoor","Krishna Nagar, Krishna Nagar",--,Too Few Ratings,₹ 200
MAHAK VADA PAV,"Street Food, Snacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200
